<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>,<VOL>
RUR,D,20141119,0000,46.8125,0
RUR,D,20141120,0000,46.1357,0
RUR,D,20141121,0000,45.6897,0
RUR,D,20141122,0000,45.7616,0
RUR,D,20141123,0000,45.842,0
RUR,D,20141124,0000,45.0013,0
RUR,D,20141125,0000,46.2355,0
RUR,D,20141126,0000,47.42,0
RUR,D,20141127,0000,49.1342,0
RUR,D,20141128,0000,50.4397,0
RUR,D,20141129,0000,49.9422,0
RUR,D,20141130,0000,50.0231,0
RUR,D,20141201,0000,51.125,0
RUR,D,20141202,0000,54.1825,0
RUR,D,20141203,0000,53.0795,0
RUR,D,20141204,0000,54.3835,0
RUR,D,20141205,0000,52.7985,0
RUR,D,20141206,0000,52.8308,0
RUR,D,20141207,0000,52.972,0
RUR,D,20141208,0000,53.6949,0
RUR,D,20141209,0000,54.1125,0
RUR,D,20141210,0000,54.865,0
RUR,D,20141211,0000,56.485,0
RUR,D,20141212,0000,58.16,0
RUR,D,20141213,0000,58.0945,0
RUR,D,20141214,0000,58.0945,0
RUR,D,20141215,0000,65.897,0
RUR,D,20141216,0000,68.322,0
RUR,D,20141217,0000,61.045,0
RUR,D,20141218,0000,61.835,0
RUR,D,20141219,0000,60.595,0
RUR,D,20141220,0000,58.5687,0
RUR,D,20141221,0000,57.8946,0
RUR,D,20141222,0000,55.362,0
RUR,D,20141223,0000,54.635,0
RUR,D,20141224,0000,53.4665,0
RUR,D,20141225,0000,51.6418,0
RUR,D,20141226,0000,53.5897,0
RUR,D,20141227,0000,53.8513,0
RUR,D,20141228,0000,53.9457,0
RUR,D,20141229,0000,57.4641,0
RUR,D,20141230,0000,56.245,0
RUR,D,20141231,0000,59.2332,0
RUR,D,20150101,0000,56.993,0
RUR,D,20150102,0000,58.53,0
RUR,D,20150103,0000,58.8179,0
RUR,D,20150104,0000,58.8179,0
RUR,D,20150105,0000,60.1817,0
RUR,D,20150106,0000,62.3742,0
RUR,D,20150107,0000,62.0547,0
RUR,D,20150108,0000,59.1579,0
RUR,D,20150109,0000,61.1993,0
RUR,D,20150110,0000,61.7241,0
RUR,D,20150111,0000,61,0
RUR,D,20150112,0000,62.875,0
RUR,D,20150113,0000,65.235,0
RUR,D,20150114,0000,64.23,0
RUR,D,20150115,0000,64.956,0
RUR,D,20150116,0000,65.141,0
RUR,D,20150117,0000,65.147,0
RUR,D,20150118,0000,65.1207,0
RUR,D,20150119,0000,64.9382,0
RUR,D,20150120,0000,65.0071,0
RUR,D,20150121,0000,65.1614,0
RUR,D,20150122,0000,63.7105,0
RUR,D,20150123,0000,63.845,0
RUR,D,20150124,0000,63.9467,0
RUR,D,20150125,0000,63.8608,0
RUR,D,20150126,0000,68.0762,0
RUR,D,20150127,0000,66.6364,0
RUR,D,20150128,0000,67.4456,0
RUR,D,20150129,0000,68.5961,0
RUR,D,20150130,0000,68.7099,0
RUR,D,20150131,0000,69.9877,0
RUR,D,20150201,0000,69.5312,0
RUR,D,20150202,0000,68.1241,0
RUR,D,20150203,0000,64.494,0
RUR,D,20150204,0000,67.6091,0
RUR,D,20150205,0000,66.1781,0
RUR,D,20150206,0000,66.0246,0
RUR,D,20150207,0000,66.9839,0
RUR,D,20150208,0000,66.9778,0
RUR,D,20150209,0000,65.75,0
RUR,D,20150210,0000,64.963,0
RUR,D,20150211,0000,65.44,0
RUR,D,20150212,0000,64.9622,0
RUR,D,20150213,0000,63.1669,0
RUR,D,20150214,0000,63.3344,0
RUR,D,20150215,0000,63.67,0
RUR,D,20150216,0000,61.8734,0
RUR,D,20150217,0000,62.1241,0
RUR,D,20150218,0000,61.2346,0
RUR,D,20150219,0000,61.8488,0
RUR,D,20150220,0000,61.6592,0
RUR,D,20150221,0000,61.9703,0
RUR,D,20150222,0000,61.9815,0
RUR,D,20150223,0000,63.5841,0
RUR,D,20150224,0000,62.7171,0
RUR,D,20150225,0000,61.2391,0
RUR,D,20150226,0000,60.9701,0
RUR,D,20150227,0000,61.6407,0
RUR,D,20150228,0000,61.04,0
RUR,D,20150301,0000,61.6494,0
RUR,D,20150302,0000,62.5421,0
RUR,D,20150303,0000,61.8446,0
RUR,D,20150304,0000,61.833,0
RUR,D,20150305,0000,60.8299,0
RUR,D,20150306,0000,60.1589,0
RUR,D,20150307,0000,60.3591,0
RUR,D,20150308,0000,60.4079,0
RUR,D,20150309,0000,60.1772,0
RUR,D,20150310,0000,61.5977,0
RUR,D,20150311,0000,61.5538,0
RUR,D,20150312,0000,61.0174,0
RUR,D,20150313,0000,61.9783,0
RUR,D,20150314,0000,62.0933,0
RUR,D,20150315,0000,62.2962,0
RUR,D,20150316,0000,61.8797,0
RUR,D,20150317,0000,61.4195,0
RUR,D,20150318,0000,59.0532,0
RUR,D,20150319,0000,59.7618,0
RUR,D,20150320,0000,59.2713,0
RUR,D,20150321,0000,59.254,0
RUR,D,20150322,0000,59.3083,0
RUR,D,20150323,0000,58.4008,0
RUR,D,20150324,0000,57.5972,0
RUR,D,20150325,0000,57.2941,0
RUR,D,20150326,0000,57.2348,0
RUR,D,20150327,0000,57.7966,0
RUR,D,20150328,0000,57.8036,0
RUR,D,20150329,0000,57.9259,0
RUR,D,20150330,0000,57.4945,0
RUR,D,20150331,0000,58.0906,0
RUR,D,20150401,0000,57.5071,0
RUR,D,20150402,0000,56.4701,0
RUR,D,20150403,0000,56.2703,0
RUR,D,20150404,0000,56.7756,0
RUR,D,20150405,0000,57.0332,0
RUR,D,20150406,0000,55.3166,0
RUR,D,20150407,0000,54.8641,0
RUR,D,20150408,0000,53.6066,0
RUR,D,20150409,0000,51.9002,0
RUR,D,20150410,0000,52.8387,0
RUR,D,20150411,0000,53.2353,0
RUR,D,20150412,0000,53.51,0
RUR,D,20150413,0000,51.9392,0
RUR,D,20150414,0000,50.6562,0
RUR,D,20150415,0000,48.5835,0
RUR,D,20150416,0000,49.6987,0
RUR,D,20150417,0000,51.436,0
RUR,D,20150418,0000,52.657,0
RUR,D,20150419,0000,52.0867,0
RUR,D,20150420,0000,53.036,0
RUR,D,20150421,0000,53.1543,0
RUR,D,20150422,0000,52.0902,0
RUR,D,20150423,0000,50.4978,0
RUR,D,20150424,0000,50.1832,0
RUR,D,20150425,0000,50.942,0
RUR,D,20150426,0000,50.5557,0
RUR,D,20150427,0000,51.8801,0
RUR,D,20150428,0000,51.1732,0
RUR,D,20150429,0000,50.6775,0
RUR,D,20150430,0000,51.4814,0
RUR,D,20150501,0000,51.0801,0
RUR,D,20150502,0000,51.798,0
RUR,D,20150503,0000,51.7264,0
RUR,D,20150504,0000,52.0432,0
RUR,D,20150505,0000,50.5526,0
RUR,D,20150506,0000,50.9843,0
RUR,D,20150507,0000,49.947,0
RUR,D,20150508,0000,50.9739,0
RUR,D,20150509,0000,50.9339,0
RUR,D,20150510,0000,51.0526,0
RUR,D,20150511,0000,51.4511,0
RUR,D,20150512,0000,50.7557,0
RUR,D,20150513,0000,48.9644,0
RUR,D,20150514,0000,49.95,0
RUR,D,20150515,0000,49.4851,0
RUR,D,20150516,0000,49.39,0
RUR,D,20150517,0000,49.4982,0
RUR,D,20150518,0000,49.1285,0
RUR,D,20150519,0000,49.645,0
RUR,D,20150520,0000,49.8295,0
RUR,D,20150521,0000,49.9775,0
RUR,D,20150522,0000,49.88,0
RUR,D,20150523,0000,49.9551,0
RUR,D,20150524,0000,49.9857,0
RUR,D,20150525,0000,49.8495,0
RUR,D,20150526,0000,50.7208,0
RUR,D,20150527,0000,51.5495,0
RUR,D,20150528,0000,52.6595,0
RUR,D,20150529,0000,52.285,0
RUR,D,20150530,0000,52.4099,0
RUR,D,20150531,0000,51.9659,0
RUR,D,20150601,0000,53.41,0
RUR,D,20150602,0000,52.7773,0
RUR,D,20150603,0000,54.338,0
RUR,D,20150604,0000,55.96,0
RUR,D,20150605,0000,56.115,0
RUR,D,20150606,0000,56.372,0
RUR,D,20150607,0000,56.4065,0
RUR,D,20150608,0000,55.632,0
RUR,D,20150609,0000,55.2835,0
RUR,D,20150610,0000,54.3105,0
RUR,D,20150611,0000,54.7603,0
RUR,D,20150612,0000,54.7963,0
RUR,D,20150613,0000,55.1238,0
RUR,D,20150614,0000,55.1679,0
RUR,D,20150615,0000,54.4795,0
RUR,D,20150616,0000,53.7845,0
RUR,D,20150617,0000,53.56,0
RUR,D,20150618,0000,53.372,0
RUR,D,20150619,0000,54.12,0
RUR,D,20150620,0000,54.1242,0
RUR,D,20150621,0000,54.2124,0
RUR,D,20150622,0000,53.9344,0
RUR,D,20150623,0000,53.7094,0
RUR,D,20150624,0000,54.365,0
RUR,D,20150625,0000,54.5964,0
RUR,D,20150626,0000,54.216,0
RUR,D,20150627,0000,54.934,0
RUR,D,20150628,0000,55.4364,0
RUR,D,20150629,0000,55.6259,0
RUR,D,20150630,0000,55.2282,0
RUR,D,20150701,0000,55.7225,0
RUR,D,20150702,0000,55.2716,0
RUR,D,20150703,0000,55.9064,0
RUR,D,20150704,0000,55.9369,0
RUR,D,20150705,0000,56.004,0
RUR,D,20150706,0000,56.5472,0
RUR,D,20150707,0000,56.5131,0
RUR,D,20150708,0000,57.3735,0
RUR,D,20150709,0000,57.0967,0
RUR,D,20150710,0000,55.6597,0
RUR,D,20150711,0000,56.3646,0
RUR,D,20150712,0000,56.4485,0
RUR,D,20150713,0000,56.1933,0
RUR,D,20150714,0000,56.2788,0
RUR,D,20150715,0000,56.7584,0
RUR,D,20150716,0000,56.8443,0
RUR,D,20150717,0000,56.4233,0
RUR,D,20150718,0000,56.9566,0
RUR,D,20150719,0000,57.0191,0
RUR,D,20150720,0000,56.7774,0
RUR,D,20150721,0000,56.9401,0
RUR,D,20150722,0000,57.1107,0
RUR,D,20150723,0000,57.694,0
RUR,D,20150724,0000,57.583,0
RUR,D,20150725,0000,58.4437,0
RUR,D,20150726,0000,58.4195,0
RUR,D,20150727,0000,59.0954,0
RUR,D,20150728,0000,59.8098,0
RUR,D,20150729,0000,57.8594,0
RUR,D,20150730,0000,59.5371,0
RUR,D,20150731,0000,61.2897,0
RUR,D,20150801,0000,61.4746,0
RUR,D,20150802,0000,61.723,0
RUR,D,20150803,0000,63.1682,0
RUR,D,20150804,0000,62.4044,0
RUR,D,20150805,0000,63.2031,0
RUR,D,20150806,0000,63.7899,0
RUR,D,20150807,0000,63.6169,0
RUR,D,20150808,0000,63.9906,0
RUR,D,20150809,0000,64.0285,0
RUR,D,20150810,0000,62.8782,0
RUR,D,20150811,0000,64.0268,0
RUR,D,20150812,0000,63.8469,0
RUR,D,20150813,0000,64.4923,0
RUR,D,20150814,0000,63.9434,0
RUR,D,20150815,0000,64.7814,0
RUR,D,20150816,0000,65.3193,0
RUR,D,20150817,0000,65.1406,0
RUR,D,20150818,0000,65.6348,0
RUR,D,20150819,0000,66.4809,0
RUR,D,20150820,0000,67.1164,0
RUR,D,20150821,0000,68.0658,0
RUR,D,20150822,0000,68.9287,0
RUR,D,20150823,0000,68.8191,0
RUR,D,20150824,0000,70.5079,0
RUR,D,20150825,0000,68.7685,0
RUR,D,20150826,0000,68.568,0
RUR,D,20150827,0000,65.0459,0
RUR,D,20150828,0000,64.5774,0
RUR,D,20150829,0000,65.3138,0
RUR,D,20150830,0000,65.5712,0
RUR,D,20150831,0000,64.1353,0
RUR,D,20150901,0000,66.0548,0
RUR,D,20150902,0000,66.4717,0
RUR,D,20150903,0000,66.4345,0
RUR,D,20150904,0000,68.0159,0
RUR,D,20150905,0000,68.2268,0
RUR,D,20150906,0000,68.481,0
RUR,D,20150907,0000,67.977,0
RUR,D,20150908,0000,67.636,0
RUR,D,20150909,0000,68.1701,0
RUR,D,20150910,0000,67.5457,0
RUR,D,20150911,0000,66.9887,0
RUR,D,20150912,0000,67.8055,0
RUR,D,20150913,0000,67.7834,0
RUR,D,20150914,0000,67.3716,0
RUR,D,20150915,0000,66.4661,0
RUR,D,20150916,0000,65.2304,0
RUR,D,20150917,0000,64.7601,0
RUR,D,20150918,0000,67.3945,0
RUR,D,20150919,0000,66.3195,0
RUR,D,20150920,0000,66.37,0
RUR,D,20150921,0000,65.8742,0
RUR,D,20150922,0000,65.7529,0
RUR,D,20150923,0000,66.4526,0
RUR,D,20150924,0000,65.8051,0
RUR,D,20150925,0000,64.5373,0
RUR,D,20150926,0000,65.5077,0
RUR,D,20150927,0000,65.2908,0
RUR,D,20150928,0000,65.7036,0
RUR,D,20150929,0000,65.8031,0
RUR,D,20150930,0000,65.1214,0
RUR,D,20151001,0000,64.4306,0
RUR,D,20151002,0000,65.2185,0
RUR,D,20151003,0000,66.1216,0
RUR,D,20151004,0000,65.9899,0
RUR,D,20151005,0000,64.024,0
RUR,D,20151006,0000,62.7585,0
RUR,D,20151007,0000,62.258,0
RUR,D,20151008,0000,61.3222,0
RUR,D,20151009,0000,61.0658,0
RUR,D,20151010,0000,61.655,0
RUR,D,20151011,0000,61.8383,0
RUR,D,20151012,0000,61.0899,0
RUR,D,20151013,0000,62.7569,0
RUR,D,20151014,0000,62.5304,0
RUR,D,20151015,0000,60.9981,0
RUR,D,20151016,0000,60.9906,0
RUR,D,20151017,0000,61.4006,0
RUR,D,20151018,0000,61.5709,0
RUR,D,20151019,0000,62.2773,0
RUR,D,20151020,0000,62.0168,0
RUR,D,20151021,0000,63.494,0
RUR,D,20151022,0000,63.0253,0
RUR,D,20151023,0000,62.2668,0
RUR,D,20151024,0000,62.39,0
RUR,D,20151025,0000,62.3204,0
RUR,D,20151026,0000,62.8374,0
RUR,D,20151027,0000,64.9696,0
RUR,D,20151028,0000,63.5556,0
RUR,D,20151029,0000,63.8906,0
RUR,D,20151030,0000,63.7587,0
RUR,D,20151031,0000,63.8312,0
RUR,D,20151101,0000,64.2648,0
RUR,D,20151102,0000,63.0559,0
RUR,D,20151103,0000,62.5426,0
RUR,D,20151104,0000,63.1101,0
RUR,D,20151105,0000,63.3656,0
RUR,D,20151106,0000,64.4368,0
RUR,D,20151107,0000,64.5243,0
RUR,D,20151108,0000,63.4433,0
RUR,D,20151109,0000,64.5885,0
RUR,D,20151110,0000,64.4956,0
RUR,D,20151111,0000,65.5108,0
RUR,D,20151112,0000,66.4729,0
RUR,D,20151113,0000,66.7681,0
RUR,D,20151114,0000,66.845,0
RUR,D,20151115,0000,65.843,0
RUR,D,20151116,0000,65.2974,0
RUR,D,20151117,0000,65.1664,0
RUR,D,20151118,0000,64.7128,0
RUR,D,20151119,0000,64.5056,0
RUR,D,20151120,0000,64.7068,0
RUR,D,20151121,0000,64.6707,0
RUR,D,20151122,0000,65.8408,0
RUR,D,20151123,0000,65.8046,0
RUR,D,20151124,0000,65.4203,0
RUR,D,20151125,0000,65.5031,0
RUR,D,20151126,0000,65.8465,0
RUR,D,20151127,0000,66.3768,0
RUR,D,20151128,0000,65.89,0
RUR,D,20151129,0000,66.6449,0
RUR,D,20151130,0000,66.2676,0
RUR,D,20151201,0000,66.5958,0
RUR,D,20151202,0000,67.3651,0
RUR,D,20151203,0000,67.3522,0
RUR,D,20151204,0000,67.8938,0
RUR,D,20151205,0000,68.1054,0
RUR,D,20151206,0000,67.0057,0
RUR,D,20151207,0000,69.4916,0
RUR,D,20151208,0000,69.2376,0
RUR,D,20151209,0000,69.3353,0
RUR,D,20151210,0000,68.4456,0
RUR,D,20151211,0000,70.3812,0
RUR,D,20151212,0000,70.212,0
RUR,D,20151213,0000,70.6774,0
RUR,D,20151214,0000,70.4295,0
RUR,D,20151215,0000,69.874,0
RUR,D,20151216,0000,70.0042,0
RUR,D,20151217,0000,71.1405,0
RUR,D,20151218,0000,70.9653,0
RUR,D,20151219,0000,70.7796,0
RUR,D,20151220,0000,70.7445,0
RUR,D,20151221,0000,71.0376,0
RUR,D,20151222,0000,71.2184,0
RUR,D,20151223,0000,69.6058,0
RUR,D,20151224,0000,69.7238,0
RUR,D,20151225,0000,70.5785,0
RUR,D,20151226,0000,70.5346,0
RUR,D,20151227,0000,69.8957,0
RUR,D,20151228,0000,72.1319,0
RUR,D,20151229,0000,71.9612,0
RUR,D,20151230,0000,73.6267,0
RUR,D,20151231,0000,72.6905,0
RUR,D,20160101,0000,72.995,0
RUR,D,20160102,0000,72.995,0
RUR,D,20160103,0000,73.0667,0
RUR,D,20160104,0000,73.0476,0
RUR,D,20160105,0000,73.2947,0
RUR,D,20160106,0000,74.571,0
RUR,D,20160107,0000,74.5038,0
RUR,D,20160108,0000,74.2137,0
RUR,D,20160109,0000,74.701,0
RUR,D,20160110,0000,76.3996,0
RUR,D,20160111,0000,76.2141,0
RUR,D,20160112,0000,76.7786,0
RUR,D,20160113,0000,76.444,0
RUR,D,20160114,0000,76.2426,0
RUR,D,20160115,0000,76.4475,0
RUR,D,20160116,0000,77.7013,0
RUR,D,20160117,0000,77.7295,0
RUR,D,20160118,0000,79.1821,0
RUR,D,20160119,0000,78.4727,0
RUR,D,20160120,0000,81.2964,0
RUR,D,20160121,0000,82.2698,0
RUR,D,20160122,0000,77.945,0
RUR,D,20160123,0000,78.3195,0
RUR,D,20160124,0000,79.1662,0
RUR,D,20160125,0000,79.9456,0
RUR,D,20160126,0000,78.0408,0
RUR,D,20160127,0000,77.6441,0
RUR,D,20160128,0000,76.221,0
RUR,D,20160129,0000,75.3803,0
RUR,D,20160130,0000,75.5546,0
RUR,D,20160131,0000,75.482,0
RUR,D,20160201,0000,77.2728,0
RUR,D,20160202,0000,79.6651,0
RUR,D,20160203,0000,76.6088,0
RUR,D,20160204,0000,76.6797,0
RUR,D,20160205,0000,77.4641,0
RUR,D,20160206,0000,77.3281,0
RUR,D,20160207,0000,77.6041,0
RUR,D,20160208,0000,77.4868,0
RUR,D,20160209,0000,79.7112,0
RUR,D,20160210,0000,78.6635,0
RUR,D,20160211,0000,79.5981,0
RUR,D,20160212,0000,77.6466,0
RUR,D,20160213,0000,78.3635,0
RUR,D,20160214,0000,78.3635,0
RUR,D,20160215,0000,76.8935,0
RUR,D,20160216,0000,78.1,0
RUR,D,20160217,0000,74.9567,0
RUR,D,20160218,0000,76.3574,0
RUR,D,20160219,0000,76.7232,0
RUR,D,20160220,0000,77.2445,0
RUR,D,20160221,0000,77.7134,0
RUR,D,20160222,0000,75.0825,0
RUR,D,20160223,0000,76.2392,0
RUR,D,20160224,0000,75.8497,0
RUR,D,20160225,0000,75.1947,0
RUR,D,20160226,0000,76.2035,0
RUR,D,20160227,0000,76.1212,0
RUR,D,20160228,0000,76.3855,0
RUR,D,20160229,0000,75.1001,0
RUR,D,20160301,0000,72.961,0
RUR,D,20160302,0000,72.8749,0
RUR,D,20160303,0000,72.9572,0
RUR,D,20160304,0000,71.7047,0
RUR,D,20160305,0000,72.0491,0
RUR,D,20160306,0000,71.908,0
RUR,D,20160307,0000,71.4034,0
RUR,D,20160308,0000,72.6771,0
RUR,D,20160309,0000,70.9621,0
RUR,D,20160310,0000,71.4364,0
RUR,D,20160311,0000,69.9433,0
RUR,D,20160312,0000,69.98,0
RUR,D,20160313,0000,70.7578,0
RUR,D,20160314,0000,69.8316,0
RUR,D,20160315,0000,70.5818,0
RUR,D,20160316,0000,68.2579,0
RUR,D,20160317,0000,67.7727,0
RUR,D,20160318,0000,66.7729,0
RUR,D,20160319,0000,68.2618,0
RUR,D,20160320,0000,68.5883,0
RUR,D,20160321,0000,68.1266,0
RUR,D,20160322,0000,67.2545,0
RUR,D,20160323,0000,67.938,0
RUR,D,20160324,0000,68.1412,0
RUR,D,20160325,0000,68.6952,0
RUR,D,20160326,0000,68.4294,0
RUR,D,20160327,0000,68.5845,0
RUR,D,20160328,0000,68.726,0
RUR,D,20160329,0000,68.3095,0
RUR,D,20160330,0000,67.562,0
RUR,D,20160331,0000,66.9688,0
RUR,D,20160401,0000,67.8695,0
RUR,D,20160402,0000,67.6804,0
RUR,D,20160403,0000,67.2922,0
RUR,D,20160404,0000,68.5495,0
RUR,D,20160405,0000,68.5451,0
RUR,D,20160406,0000,67.4994,0
RUR,D,20160407,0000,67.7238,0
RUR,D,20160408,0000,67,0
RUR,D,20160409,0000,67.0913,0
RUR,D,20160410,0000,67.354,0
RUR,D,20160411,0000,66.4995,0
RUR,D,20160412,0000,65.3724,0
RUR,D,20160413,0000,65.9319,0
RUR,D,20160414,0000,65.9402,0
RUR,D,20160415,0000,65.6401,0
RUR,D,20160416,0000,66.4619,0
RUR,D,20160417,0000,67.1379,0
RUR,D,20160418,0000,66.2658,0
RUR,D,20160419,0000,65.6229,0
RUR,D,20160420,0000,64.9751,0
RUR,D,20160421,0000,66.5855,0
RUR,D,20160422,0000,66.5,0
RUR,D,20160423,0000,66.5243,0
RUR,D,20160424,0000,66.8318,0
RUR,D,20160425,0000,66.2704,0
RUR,D,20160426,0000,65.3295,0
RUR,D,20160427,0000,64.8878,0
RUR,D,20160428,0000,64.6146,0
RUR,D,20160429,0000,64.765,0
RUR,D,20160430,0000,64.9833,0
RUR,D,20160501,0000,64.7979,0
RUR,D,20160502,0000,65.17,0
RUR,D,20160503,0000,66.0461,0
RUR,D,20160504,0000,66.481,0
RUR,D,20160505,0000,65.5182,0
RUR,D,20160506,0000,65.3483,0
RUR,D,20160507,0000,65.8485,0
RUR,D,20160508,0000,65.8797,0
RUR,D,20160509,0000,65.663,0
RUR,D,20160510,0000,66.051,0
RUR,D,20160511,0000,64.845,0
RUR,D,20160512,0000,63.0851,0
RUR,D,20160513,0000,65.386,0
RUR,D,20160514,0000,65.3313,0
RUR,D,20160515,0000,66.3125,0
RUR,D,20160516,0000,64.794,0
RUR,D,20160517,0000,64.527,0
RUR,D,20160518,0000,65.961,0
RUR,D,20160519,0000,66.494,0
RUR,D,20160520,0000,66.78,0
RUR,D,20160521,0000,66.8316,0
RUR,D,20160522,0000,65.867,0
RUR,D,20160523,0000,66.717,0
RUR,D,20160524,0000,66.0614,0
RUR,D,20160525,0000,64.6346,0
RUR,D,20160526,0000,65.4602,0
RUR,D,20160527,0000,64.2489,0
RUR,D,20160528,0000,66.0308,0
RUR,D,20160529,0000,65.8172,0
RUR,D,20160530,0000,65.5911,0
RUR,D,20160531,0000,66.0515,0
RUR,D,20160601,0000,66.932,0
RUR,D,20160602,0000,66.896,0
RUR,D,20160603,0000,64.4067,0
RUR,D,20160604,0000,65.604,0
RUR,D,20160605,0000,66.413,0
RUR,D,20160606,0000,65.254,0
RUR,D,20160607,0000,64.505,0
RUR,D,20160608,0000,63.584,0
RUR,D,20160609,0000,64.277,0
RUR,D,20160610,0000,64.6784,0
RUR,D,20160611,0000,65.373,0
RUR,D,20160612,0000,63.9957,0
RUR,D,20160613,0000,65.572,0
RUR,D,20160614,0000,66.054,0
RUR,D,20160615,0000,65.492,0
RUR,D,20160616,0000,64.462,0
RUR,D,20160617,0000,63.8816,0
RUR,D,20160618,0000,64.7922,0
RUR,D,20160619,0000,65.1333,0
RUR,D,20160620,0000,64.0238,0
RUR,D,20160621,0000,63.5529,0
RUR,D,20160622,0000,64.3872,0
RUR,D,20160623,0000,63.4995,0
RUR,D,20160624,0000,63.5931,0
RUR,D,20160625,0000,65.148,0
RUR,D,20160626,0000,65.2455,0
RUR,D,20160627,0000,65.363,0
RUR,D,20160628,0000,63.9383,0
RUR,D,20160629,0000,63.3994,0
RUR,D,20160630,0000,63.6135,0
RUR,D,20160701,0000,62.9585,0
RUR,D,20160702,0000,63.7755,0
RUR,D,20160703,0000,63.847,0
RUR,D,20160704,0000,63.8852,0
RUR,D,20160705,0000,64.0008,0
RUR,D,20160706,0000,63.9839,0
RUR,D,20160707,0000,64.413,0
RUR,D,20160708,0000,62.8515,0
RUR,D,20160709,0000,63.8418,0
RUR,D,20160710,0000,63.895,0
RUR,D,20160711,0000,63.921,0
RUR,D,20160712,0000,63.9805,0
RUR,D,20160713,0000,63.7569,0
RUR,D,20160714,0000,62.897,0
RUR,D,20160715,0000,63.596,0
RUR,D,20160716,0000,63.6315,0
RUR,D,20160717,0000,63.3858,0
RUR,D,20160718,0000,62.807,0
RUR,D,20160719,0000,63.4896,0
RUR,D,20160720,0000,63.705,0
RUR,D,20160721,0000,63.8886,0
RUR,D,20160722,0000,64.806,0
RUR,D,20160723,0000,64.8103,0
RUR,D,20160724,0000,64.5486,0
RUR,D,20160725,0000,65.3141,0
RUR,D,20160726,0000,65.718,0
RUR,D,20160727,0000,65.2601,0
RUR,D,20160728,0000,66.636,0
RUR,D,20160729,0000,65.5983,0
RUR,D,20160730,0000,65.9505,0
RUR,D,20160731,0000,65.6368,0
RUR,D,20160801,0000,66.8977,0
RUR,D,20160802,0000,66.65,0
RUR,D,20160803,0000,65.9892,0
RUR,D,20160804,0000,66.0124,0
RUR,D,20160805,0000,65.478,0
RUR,D,20160806,0000,65.478,0
RUR,D,20160807,0000,66.5209,0
RUR,D,20160808,0000,64.6446,0
RUR,D,20160809,0000,64.762,0
RUR,D,20160810,0000,65.0116,0
RUR,D,20160811,0000,64.3315,0
RUR,D,20160812,0000,64.733,0
RUR,D,20160813,0000,64.8091,0
RUR,D,20160814,0000,64.3388,0
RUR,D,20160815,0000,64.013,0
RUR,D,20160816,0000,63.804,0
RUR,D,20160817,0000,63.9379,0
RUR,D,20160818,0000,63.601,0
RUR,D,20160819,0000,63.8431,0
RUR,D,20160820,0000,63.862,0
RUR,D,20160821,0000,63.8859,0
RUR,D,20160822,0000,64.792,0
RUR,D,20160823,0000,64.576,0
RUR,D,20160824,0000,65.184,0
RUR,D,20160825,0000,64.5464,0
RUR,D,20160826,0000,63.9021,0
RUR,D,20160827,0000,64.7096,0
RUR,D,20160828,0000,64.462,0
RUR,D,20160829,0000,63.0652,0
RUR,D,20160830,0000,65.3385,0
RUR,D,20160831,0000,65.3545,0
RUR,D,20160901,0000,65.844,0
RUR,D,20160902,0000,65.079,0
RUR,D,20160903,0000,65.125,0
RUR,D,20160904,0000,65.0953,0
RUR,D,20160905,0000,64.7707,0
RUR,D,20160906,0000,64.475,0
RUR,D,20160907,0000,64.16,0
RUR,D,20160908,0000,63.8904,0
RUR,D,20160909,0000,64.727,0
RUR,D,20160910,0000,64.7507,0
RUR,D,20160911,0000,64.656,0
RUR,D,20160912,0000,64.5171,0
RUR,D,20160913,0000,65.302,0
RUR,D,20160914,0000,65.1694,0
RUR,D,20160915,0000,64.706,0
RUR,D,20160916,0000,65.6728,0
RUR,D,20160917,0000,65.2446,0
RUR,D,20160918,0000,66.0982,0
RUR,D,20160919,0000,64.6,0
RUR,D,20160920,0000,64.6427,0
RUR,D,20160921,0000,63.896,0
RUR,D,20160922,0000,63.5799,0
RUR,D,20160923,0000,63.86,0
RUR,D,20160924,0000,64.0019,0
RUR,D,20160925,0000,64.009,0
RUR,D,20160926,0000,63.896,0
RUR,D,20160927,0000,63.495,0
RUR,D,20160928,0000,63.04,0
RUR,D,20160929,0000,62.922,0
RUR,D,20160930,0000,62.791,0
RUR,D,20161001,0000,62.8732,0
RUR,D,20161002,0000,62.922,0
RUR,D,20161003,0000,62.2044,0
RUR,D,20161004,0000,62.602,0
RUR,D,20161005,0000,62.2308,0
RUR,D,20161006,0000,61.992,0
RUR,D,20161007,0000,62.112,0
RUR,D,20161008,0000,62.2336,0
RUR,D,20161009,0000,62.1994,0
RUR,D,20161010,0000,61.8246,0
RUR,D,20161011,0000,62.6759,0
RUR,D,20161012,0000,62.9991,0
RUR,D,20161013,0000,63.0014,0
RUR,D,20161014,0000,62.807,0
RUR,D,20161015,0000,62.9605,0
RUR,D,20161016,0000,62.9657,0
RUR,D,20161017,0000,63.089,0
RUR,D,20161018,0000,62.2779,0
RUR,D,20161019,0000,62.181,0
RUR,D,20161020,0000,62.2603,0
RUR,D,20161021,0000,62.306,0
RUR,D,20161022,0000,62.3693,0
RUR,D,20161023,0000,62.3885,0
RUR,D,20161024,0000,62.1461,0
RUR,D,20161025,0000,62.053,0
