<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>,<VOL>
RUR,D,20121211,0000,30.6922,0
RUR,D,20121212,0000,30.5202,0
RUR,D,20121213,0000,30.7252,0
RUR,D,20121214,0000,30.715,0
RUR,D,20121215,0000,30.715,0
RUR,D,20121216,0000,30.7,0
RUR,D,20121217,0000,30.987,0
RUR,D,20121218,0000,30.7147,0
RUR,D,20121219,0000,30.7433,0
RUR,D,20121220,0000,30.6675,0
RUR,D,20121221,0000,30.832,0
RUR,D,20121222,0000,30.845,0
RUR,D,20121223,0000,30.841,0
RUR,D,20121224,0000,30.6055,0
RUR,D,20121225,0000,30.695,0
RUR,D,20121226,0000,30.5817,0
RUR,D,20121227,0000,30.405,0
RUR,D,20121228,0000,30.3478,0
RUR,D,20121229,0000,30.352,0
RUR,D,20121230,0000,30.352,0
RUR,D,20121231,0000,30.352,0
RUR,D,20130101,0000,30.352,0
RUR,D,20130102,0000,30.1761,0
RUR,D,20130103,0000,30.2512,0
RUR,D,20130104,0000,30.322,0
RUR,D,20130105,0000,30.375,0
RUR,D,20130106,0000,30.32,0
RUR,D,20130107,0000,30.333,0
RUR,D,20130108,0000,30.2865,0
RUR,D,20130109,0000,30.3615,0
RUR,D,20130110,0000,30.2165,0
RUR,D,20130111,0000,30.334,0
RUR,D,20130112,0000,30.328,0
RUR,D,20130113,0000,30.302,0
RUR,D,20130114,0000,30.265,0
RUR,D,20130115,0000,30.327,0
RUR,D,20130116,0000,30.2945,0
RUR,D,20130117,0000,30.1705,0
RUR,D,20130118,0000,30.2577,0
RUR,D,20130119,0000,30.277,0
RUR,D,20130120,0000,30.273,0
RUR,D,20130121,0000,30.255,0
RUR,D,20130122,0000,30.2057,0
RUR,D,20130123,0000,30.1455,0
RUR,D,20130124,0000,30.069,0
RUR,D,20130125,0000,30.029,0
RUR,D,20130126,0000,30.044,0
RUR,D,20130127,0000,30.03,0
RUR,D,20130128,0000,30.178,0
RUR,D,20130129,0000,30.0372,0
RUR,D,20130130,0000,30.021,0
RUR,D,20130131,0000,30.002,0
RUR,D,20130201,0000,29.8455,0
RUR,D,20130202,0000,29.854,0
RUR,D,20130203,0000,29.865,0
RUR,D,20130204,0000,30.055,0
RUR,D,20130205,0000,29.9487,0
RUR,D,20130206,0000,30.0546,0
RUR,D,20130207,0000,30.1885,0
RUR,D,20130208,0000,30.15,0
RUR,D,20130209,0000,30.135,0
RUR,D,20130210,0000,30.165,0
RUR,D,20130211,0000,30.152,0
RUR,D,20130212,0000,30.0295,0
RUR,D,20130213,0000,30.0545,0
RUR,D,20130214,0000,30.112,0
RUR,D,20130215,0000,30.1124,0
RUR,D,20130216,0000,30.123,0
RUR,D,20130217,0000,30.141,0
RUR,D,20130218,0000,30.128,0
RUR,D,20130219,0000,30.0745,0
RUR,D,20130220,0000,30.183,0
RUR,D,20130221,0000,30.4795,0
RUR,D,20130222,0000,30.3845,0
RUR,D,20130223,0000,30.452,0
RUR,D,20130224,0000,30.39,0
RUR,D,20130225,0000,30.4915,0
RUR,D,20130226,0000,30.614,0
RUR,D,20130227,0000,30.522,0
RUR,D,20130228,0000,30.607,0
RUR,D,20130301,0000,30.691,0
RUR,D,20130302,0000,30.7355,0
RUR,D,20130303,0000,30.6886,0
RUR,D,20130304,0000,30.767,0
RUR,D,20130305,0000,30.6185,0
RUR,D,20130306,0000,30.7195,0
RUR,D,20130307,0000,30.6945,0
RUR,D,20130308,0000,30.7904,0
RUR,D,20130309,0000,30.7774,0
RUR,D,20130310,0000,30.7684,0
RUR,D,20130311,0000,30.7001,0
RUR,D,20130312,0000,30.6909,0
RUR,D,20130313,0000,30.7941,0
RUR,D,20130314,0000,30.7103,0
RUR,D,20130315,0000,30.6481,0
RUR,D,20130316,0000,30.6163,0
RUR,D,20130317,0000,30.6772,0
RUR,D,20130318,0000,30.8135,0
RUR,D,20130319,0000,30.962,0
RUR,D,20130320,0000,30.862,0
RUR,D,20130321,0000,30.9234,0
RUR,D,20130322,0000,30.8309,0
RUR,D,20130323,0000,30.8092,0
RUR,D,20130324,0000,30.8427,0
RUR,D,20130325,0000,30.886,0
RUR,D,20130326,0000,30.8457,0
RUR,D,20130327,0000,31.0336,0
RUR,D,20130328,0000,31.0847,0
RUR,D,20130329,0000,31.0577,0
RUR,D,20130330,0000,31.0519,0
RUR,D,20130331,0000,31.0519,0
RUR,D,20130401,0000,31.065,0
RUR,D,20130402,0000,31.31,0
RUR,D,20130403,0000,31.6367,0
RUR,D,20130404,0000,31.5815,0
RUR,D,20130405,0000,31.5075,0
RUR,D,20130406,0000,31.5077,0
RUR,D,20130407,0000,31.492,0
RUR,D,20130408,0000,31.2135,0
RUR,D,20130409,0000,31.0082,0
RUR,D,20130410,0000,30.8627,0
RUR,D,20130411,0000,30.8695,0
RUR,D,20130412,0000,31.0595,0
RUR,D,20130413,0000,31.062,0
RUR,D,20130414,0000,31.0479,0
RUR,D,20130415,0000,31.4672,0
RUR,D,20130416,0000,31.2317,0
RUR,D,20130417,0000,31.8807,0
RUR,D,20130418,0000,31.5587,0
RUR,D,20130419,0000,31.6465,0
RUR,D,20130420,0000,31.7113,0
RUR,D,20130421,0000,31.7176,0
RUR,D,20130422,0000,31.5627,0
RUR,D,20130423,0000,31.6245,0
RUR,D,20130424,0000,31.4625,0
RUR,D,20130425,0000,31.1395,0
RUR,D,20130426,0000,31.2623,0
RUR,D,20130427,0000,31.2716,0
RUR,D,20130428,0000,31.3042,0
RUR,D,20130429,0000,30.9206,0
RUR,D,20130430,0000,31.135,0
RUR,D,20130501,0000,31.33,0
RUR,D,20130502,0000,31.1745,0
RUR,D,20130503,0000,31.1275,0
RUR,D,20130504,0000,31.0792,0
RUR,D,20130505,0000,31.0792,0
RUR,D,20130506,0000,31.0212,0
RUR,D,20130507,0000,31.067,0
RUR,D,20130508,0000,31.14,0
RUR,D,20130509,0000,31.227,0
RUR,D,20130510,0000,31.4037,0
RUR,D,20130511,0000,31.4037,0
RUR,D,20130512,0000,31.4008,0
RUR,D,20130513,0000,31.334,0
RUR,D,20130514,0000,31.338,0
RUR,D,20130515,0000,31.452,0
RUR,D,20130516,0000,31.3567,0
RUR,D,20130517,0000,31.4325,0
RUR,D,20130518,0000,31.4165,0
RUR,D,20130519,0000,31.418,0
RUR,D,20130520,0000,31.2512,0
RUR,D,20130521,0000,31.218,0
RUR,D,20130522,0000,31.413,0
RUR,D,20130523,0000,31.4235,0
RUR,D,20130524,0000,31.3257,0
RUR,D,20130525,0000,31.34,0
RUR,D,20130526,0000,31.34,0
RUR,D,20130527,0000,31.3425,0
RUR,D,20130528,0000,31.5155,0
RUR,D,20130529,0000,31.6115,0
RUR,D,20130530,0000,31.7251,0
RUR,D,20130531,0000,31.9195,0
RUR,D,20130601,0000,31.9375,0
RUR,D,20130602,0000,31.9375,0
RUR,D,20130603,0000,31.7919,0
RUR,D,20130604,0000,31.9255,0
RUR,D,20130605,0000,32.155,0
RUR,D,20130606,0000,32.135,0
RUR,D,20130607,0000,32.142,0
RUR,D,20130608,0000,32.1712,0
RUR,D,20130609,0000,32.1712,0
RUR,D,20130610,0000,32.31,0
RUR,D,20130611,0000,32.3905,0
RUR,D,20130612,0000,32.2195,0
RUR,D,20130613,0000,31.9482,0
RUR,D,20130614,0000,31.7195,0
RUR,D,20130615,0000,31.7249,0
RUR,D,20130616,0000,31.7282,0
RUR,D,20130617,0000,31.783,0
RUR,D,20130618,0000,31.9949,0
RUR,D,20130619,0000,32.3235,0
RUR,D,20130620,0000,32.9997,0
RUR,D,20130621,0000,32.7684,0
RUR,D,20130622,0000,32.7735,0
RUR,D,20130623,0000,32.7806,0
RUR,D,20130624,0000,32.7435,0
RUR,D,20130625,0000,32.805,0
RUR,D,20130626,0000,32.9602,0
RUR,D,20130627,0000,32.776,0
RUR,D,20130628,0000,32.83,0
RUR,D,20130629,0000,32.852,0
RUR,D,20130630,0000,32.8406,0
RUR,D,20130701,0000,32.9865,0
RUR,D,20130702,0000,33.1775,0
RUR,D,20130703,0000,33.1487,0
RUR,D,20130704,0000,33.2109,0
RUR,D,20130705,0000,33.3375,0
RUR,D,20130706,0000,33.3541,0
RUR,D,20130707,0000,33.3257,0
RUR,D,20130708,0000,33.2,0
RUR,D,20130709,0000,32.98,0
RUR,D,20130710,0000,32.9249,0
RUR,D,20130711,0000,32.5023,0
RUR,D,20130712,0000,32.6301,0
RUR,D,20130713,0000,32.6316,0
RUR,D,20130714,0000,32.6635,0
RUR,D,20130715,0000,32.5532,0
RUR,D,20130716,0000,32.4065,0
RUR,D,20130717,0000,32.2752,0
RUR,D,20130718,0000,32.4909,0
RUR,D,20130719,0000,32.357,0
RUR,D,20130720,0000,32.3978,0
RUR,D,20130721,0000,32.3789,0
RUR,D,20130722,0000,32.3125,0
RUR,D,20130723,0000,32.2725,0
RUR,D,20130724,0000,32.472,0
RUR,D,20130725,0000,32.6142,0
RUR,D,20130726,0000,32.8064,0
RUR,D,20130727,0000,32.8232,0
RUR,D,20130728,0000,32.7884,0
RUR,D,20130729,0000,32.8406,0
RUR,D,20130730,0000,32.962,0
RUR,D,20130731,0000,32.9616,0
RUR,D,20130801,0000,33.0762,0
RUR,D,20130802,0000,32.8287,0
RUR,D,20130803,0000,32.8283,0
RUR,D,20130804,0000,32.8283,0
RUR,D,20130805,0000,32.8772,0
RUR,D,20130806,0000,32.9703,0
RUR,D,20130807,0000,32.9574,0
RUR,D,20130808,0000,32.8347,0
RUR,D,20130809,0000,32.8925,0
RUR,D,20130810,0000,32.8605,0
RUR,D,20130811,0000,32.875,0
RUR,D,20130812,0000,33.0002,0
RUR,D,20130813,0000,33.0715,0
RUR,D,20130814,0000,33.0582,0
RUR,D,20130815,0000,32.8682,0
RUR,D,20130816,0000,32.9252,0
RUR,D,20130817,0000,32.8898,0
RUR,D,20130818,0000,32.8898,0
RUR,D,20130819,0000,32.9642,0
RUR,D,20130820,0000,32.9252,0
RUR,D,20130821,0000,33.21,0
RUR,D,20130822,0000,33.0518,0
RUR,D,20130823,0000,33.0132,0
RUR,D,20130824,0000,33.028,0
RUR,D,20130825,0000,33.028,0
RUR,D,20130826,0000,33.0592,0
RUR,D,20130827,0000,33.1774,0
RUR,D,20130828,0000,33.2025,0
RUR,D,20130829,0000,33.22,0
RUR,D,20130830,0000,33.2622,0
RUR,D,20130831,0000,33.2695,0
RUR,D,20130901,0000,33.2695,0
RUR,D,20130902,0000,33.3825,0
RUR,D,20130903,0000,33.512,0
RUR,D,20130904,0000,33.3248,0
RUR,D,20130905,0000,33.4287,0
RUR,D,20130906,0000,33.2663,0
RUR,D,20130907,0000,33.3166,0
RUR,D,20130908,0000,33.3166,0
RUR,D,20130909,0000,33.1725,0
RUR,D,20130910,0000,32.9582,0
RUR,D,20130911,0000,32.7585,0
RUR,D,20130912,0000,32.6382,0
RUR,D,20130913,0000,32.4855,0
RUR,D,20130914,0000,32.538,0
RUR,D,20130915,0000,32.538,0
RUR,D,20130916,0000,32.3095,0
RUR,D,20130917,0000,32.1862,0
RUR,D,20130918,0000,31.7995,0
RUR,D,20130919,0000,31.6524,0
RUR,D,20130920,0000,31.8575,0
RUR,D,20130921,0000,31.831,0
RUR,D,20130922,0000,31.831,0
RUR,D,20130923,0000,31.8032,0
RUR,D,20130924,0000,31.8795,0
RUR,D,20130925,0000,32.072,0
RUR,D,20130926,0000,32.317,0
RUR,D,20130927,0000,32.3275,0
RUR,D,20130928,0000,32.335,0
RUR,D,20130929,0000,32.3068,0
RUR,D,20130930,0000,32.3974,0
RUR,D,20131001,0000,32.215,0
RUR,D,20131002,0000,32.2005,0
RUR,D,20131003,0000,32.1325,0
RUR,D,20131004,0000,32.1715,0
RUR,D,20131005,0000,32.1768,0
RUR,D,20131006,0000,32.1768,0
RUR,D,20131007,0000,32.2735,0
RUR,D,20131008,0000,32.4,0
RUR,D,20131009,0000,32.3245,0
RUR,D,20131010,0000,32.1745,0
RUR,D,20131011,0000,32.21,0
RUR,D,20131012,0000,32.2818,0
RUR,D,20131013,0000,32.2818,0
RUR,D,20131014,0000,32.2602,0
RUR,D,20131015,0000,32.2834,0
RUR,D,20131016,0000,32.0522,0
RUR,D,20131017,0000,31.8695,0
RUR,D,20131018,0000,31.9142,0
RUR,D,20131019,0000,31.8439,0
RUR,D,20131020,0000,31.8585,0
RUR,D,20131021,0000,31.9603,0
RUR,D,20131022,0000,31.6755,0
RUR,D,20131023,0000,31.7457,0
RUR,D,20131024,0000,31.6952,0
RUR,D,20131025,0000,31.794,0
RUR,D,20131026,0000,31.791,0
RUR,D,20131027,0000,31.791,0
RUR,D,20131028,0000,31.883,0
RUR,D,20131029,0000,32.0782,0
RUR,D,20131030,0000,32.0225,0
RUR,D,20131031,0000,32.0665,0
RUR,D,20131101,0000,32.4112,0
RUR,D,20131102,0000,32.395,0
RUR,D,20131103,0000,32.395,0
RUR,D,20131104,0000,32.3305,0
RUR,D,20131105,0000,32.5312,0
RUR,D,20131106,0000,32.3797,0
RUR,D,20131107,0000,32.4052,0
RUR,D,20131108,0000,32.6657,0
RUR,D,20131109,0000,32.665,0
RUR,D,20131110,0000,32.665,0
RUR,D,20131111,0000,32.827,0
RUR,D,20131112,0000,32.8892,0
RUR,D,20131113,0000,32.7372,0
RUR,D,20131114,0000,32.7165,0
RUR,D,20131115,0000,32.5662,0
RUR,D,20131116,0000,32.58,0
RUR,D,20131117,0000,32.58,0
RUR,D,20131118,0000,32.5735,0
RUR,D,20131119,0000,32.7312,0
RUR,D,20131120,0000,32.9237,0
RUR,D,20131121,0000,33,0
RUR,D,20131122,0000,32.7147,0
RUR,D,20131123,0000,32.75,0
RUR,D,20131124,0000,32.75,0
RUR,D,20131125,0000,32.9257,0
RUR,D,20131126,0000,32.9221,0
RUR,D,20131127,0000,33.1832,0
RUR,D,20131128,0000,33.1485,0
RUR,D,20131129,0000,33.1385,0
RUR,D,20131130,0000,33.12,0
RUR,D,20131201,0000,33.12,0
RUR,D,20131202,0000,33.2115,0
RUR,D,20131203,0000,33.2355,0
RUR,D,20131204,0000,33.1752,0
RUR,D,20131205,0000,32.9683,0
RUR,D,20131206,0000,32.6877,0
RUR,D,20131207,0000,32.695,0
RUR,D,20131208,0000,32.824,0
RUR,D,20131209,0000,32.7495,0
RUR,D,20131210,0000,32.7095,0
RUR,D,20131211,0000,32.7632,0
RUR,D,20131212,0000,32.7845,0
RUR,D,20131213,0000,32.854,0
RUR,D,20131214,0000,32.865,0
RUR,D,20131215,0000,32.8695,0
RUR,D,20131216,0000,32.8852,0
RUR,D,20131217,0000,32.9627,0
RUR,D,20131218,0000,32.8152,0
RUR,D,20131219,0000,32.9642,0
RUR,D,20131220,0000,32.982,0
RUR,D,20131221,0000,32.972,0
RUR,D,20131222,0000,32.972,0
RUR,D,20131223,0000,32.6595,0
RUR,D,20131224,0000,32.6095,0
RUR,D,20131225,0000,32.6688,0
RUR,D,20131226,0000,32.6652,0
RUR,D,20131227,0000,32.5995,0
RUR,D,20131228,0000,32.565,0
RUR,D,20131229,0000,32.565,0
RUR,D,20131230,0000,32.882,0
RUR,D,20131231,0000,32.8395,0
RUR,D,20140101,0000,32.8395,0
RUR,D,20140102,0000,33.1052,0
RUR,D,20140103,0000,33.2045,0
RUR,D,20140104,0000,33.1768,0
RUR,D,20140105,0000,33.1768,0
RUR,D,20140106,0000,33.1882,0
RUR,D,20140107,0000,33.1362,0
RUR,D,20140108,0000,33.1475,0
RUR,D,20140109,0000,33.2145,0
RUR,D,20140110,0000,32.9925,0
RUR,D,20140111,0000,32.987,0
RUR,D,20140112,0000,32.987,0
RUR,D,20140113,0000,33.2637,0
RUR,D,20140114,0000,33.3042,0
RUR,D,20140115,0000,33.3982,0
RUR,D,20140116,0000,33.3837,0
RUR,D,20140117,0000,33.592,0
RUR,D,20140118,0000,33.6038,0
RUR,D,20140119,0000,33.59,0
RUR,D,20140120,0000,33.7633,0
RUR,D,20140121,0000,33.927,0
RUR,D,20140122,0000,33.9317,0
RUR,D,20140123,0000,34.137,0
RUR,D,20140124,0000,34.5137,0
RUR,D,20140125,0000,34.48,0
RUR,D,20140126,0000,34.48,0
RUR,D,20140127,0000,34.6706,0
RUR,D,20140128,0000,34.71,0
RUR,D,20140129,0000,35.1657,0
RUR,D,20140130,0000,34.8992,0
RUR,D,20140131,0000,35.166,0
RUR,D,20140201,0000,35.111,0
RUR,D,20140202,0000,35.13,0
RUR,D,20140203,0000,35.4327,0
RUR,D,20140204,0000,34.9672,0
RUR,D,20140205,0000,34.8682,0
RUR,D,20140206,0000,34.7102,0
RUR,D,20140207,0000,34.747,0
RUR,D,20140208,0000,34.8,0
RUR,D,20140209,0000,34.7775,0
RUR,D,20140210,0000,34.7362,0
RUR,D,20140211,0000,34.7352,0
RUR,D,20140212,0000,34.8252,0
RUR,D,20140213,0000,35.1239,0
RUR,D,20140214,0000,35.107,0
RUR,D,20140215,0000,35.0925,0
RUR,D,20140216,0000,35.1002,0
RUR,D,20140217,0000,35.2113,0
RUR,D,20140218,0000,35.4725,0
RUR,D,20140219,0000,35.78,0
RUR,D,20140220,0000,35.7654,0
RUR,D,20140221,0000,35.4945,0
RUR,D,20140222,0000,35.572,0
RUR,D,20140223,0000,35.572,0
RUR,D,20140224,0000,35.4695,0
RUR,D,20140225,0000,35.7156,0
RUR,D,20140226,0000,36.0245,0
RUR,D,20140227,0000,36.037,0
RUR,D,20140228,0000,35.9722,0
RUR,D,20140301,0000,35.9467,0
RUR,D,20140302,0000,35.8755,0
RUR,D,20140303,0000,36.505,0
RUR,D,20140304,0000,36.0795,0
RUR,D,20140305,0000,36.0332,0
RUR,D,20140306,0000,36.1325,0
RUR,D,20140307,0000,36.435,0
RUR,D,20140308,0000,36.45,0
RUR,D,20140309,0000,36.3803,0
RUR,D,20140310,0000,36.3645,0
RUR,D,20140311,0000,36.4405,0
RUR,D,20140312,0000,36.487,0
RUR,D,20140313,0000,36.6112,0
RUR,D,20140314,0000,36.5645,0
RUR,D,20140315,0000,36.6115,0
RUR,D,20140316,0000,36.6115,0
RUR,D,20140317,0000,36.2845,0
RUR,D,20140318,0000,36.2402,0
RUR,D,20140319,0000,36.1422,0
RUR,D,20140320,0000,36.4055,0
RUR,D,20140321,0000,36.2295,0
RUR,D,20140322,0000,36.227,0
RUR,D,20140323,0000,36.227,0
RUR,D,20140324,0000,36.082,0
RUR,D,20140325,0000,35.4795,0
RUR,D,20140326,0000,35.5295,0
RUR,D,20140327,0000,35.6328,0
RUR,D,20140328,0000,35.812,0
RUR,D,20140329,0000,35.7613,0
RUR,D,20140330,0000,35.63,0
RUR,D,20140331,0000,35.032,0
RUR,D,20140401,0000,35.0731,0
RUR,D,20140402,0000,35.4621,0
RUR,D,20140403,0000,35.6156,0
RUR,D,20140404,0000,35.3055,0
RUR,D,20140405,0000,35.3052,0
RUR,D,20140406,0000,35.3052,0
RUR,D,20140407,0000,35.5721,0
RUR,D,20140408,0000,35.717,0
RUR,D,20140409,0000,35.5229,0
RUR,D,20140410,0000,35.5412,0
RUR,D,20140411,0000,35.6295,0
RUR,D,20140412,0000,35.745,0
RUR,D,20140413,0000,35.7534,0
RUR,D,20140414,0000,35.9445,0
RUR,D,20140415,0000,36.2751,0
RUR,D,20140416,0000,36.002,0
RUR,D,20140417,0000,35.4657,0
RUR,D,20140418,0000,35.5645,0
RUR,D,20140419,0000,35.5779,0
RUR,D,20140420,0000,35.5779,0
RUR,D,20140421,0000,35.6895,0
RUR,D,20140422,0000,35.707,0
RUR,D,20140423,0000,35.697,0
RUR,D,20140424,0000,35.7395,0
RUR,D,20140425,0000,36.0272,0
RUR,D,20140426,0000,36.0296,0
RUR,D,20140427,0000,36.0243,0
RUR,D,20140428,0000,35.8107,0
RUR,D,20140429,0000,35.6336,0
RUR,D,20140430,0000,35.6102,0
RUR,D,20140501,0000,35.6172,0
RUR,D,20140502,0000,35.852,0
RUR,D,20140503,0000,35.8385,0
RUR,D,20140504,0000,35.8385,0
RUR,D,20140505,0000,35.712,0
RUR,D,20140506,0000,35.401,0
RUR,D,20140507,0000,34.9195,0
RUR,D,20140508,0000,35.0712,0
RUR,D,20140509,0000,35.22,0
RUR,D,20140510,0000,35.2211,0
RUR,D,20140511,0000,35.2309,0
RUR,D,20140512,0000,35.0025,0
RUR,D,20140513,0000,34.8327,0
RUR,D,20140514,0000,34.7195,0
RUR,D,20140515,0000,34.7503,0
RUR,D,20140516,0000,34.767,0
RUR,D,20140517,0000,34.721,0
RUR,D,20140518,0000,34.721,0
RUR,D,20140519,0000,34.5589,0
RUR,D,20140520,0000,34.5264,0
RUR,D,20140521,0000,34.2994,0
RUR,D,20140522,0000,34.3032,0
RUR,D,20140523,0000,34.099,0
RUR,D,20140524,0000,34.1134,0
RUR,D,20140525,0000,34.11,0
RUR,D,20140526,0000,34.1695,0
RUR,D,20140527,0000,34.4212,0
RUR,D,20140528,0000,34.5602,0
RUR,D,20140529,0000,34.6725,0
RUR,D,20140530,0000,34.8853,0
RUR,D,20140531,0000,34.902,0
RUR,D,20140601,0000,34.902,0
RUR,D,20140602,0000,34.9295,0
RUR,D,20140603,0000,35.0845,0
RUR,D,20140604,0000,34.967,0
RUR,D,20140605,0000,34.6845,0
RUR,D,20140606,0000,34.392,0
RUR,D,20140607,0000,34.4062,0
RUR,D,20140608,0000,34.4442,0
RUR,D,20140609,0000,34.352,0
RUR,D,20140610,0000,34.3385,0
RUR,D,20140611,0000,34.3735,0
RUR,D,20140612,0000,34.3502,0
RUR,D,20140613,0000,34.3785,0
RUR,D,20140614,0000,34.38,0
RUR,D,20140615,0000,34.291,0
RUR,D,20140616,0000,34.624,0
RUR,D,20140617,0000,34.8334,0
RUR,D,20140618,0000,34.395,0
RUR,D,20140619,0000,34.3955,0
RUR,D,20140620,0000,34.4592,0
RUR,D,20140621,0000,34.365,0
RUR,D,20140622,0000,34.458,0
RUR,D,20140623,0000,34.187,0
RUR,D,20140624,0000,33.8152,0
RUR,D,20140625,0000,33.7625,0
RUR,D,20140626,0000,33.6836,0
RUR,D,20140627,0000,33.7354,0
RUR,D,20140628,0000,33.7384,0
RUR,D,20140629,0000,33.743,0
RUR,D,20140630,0000,33.9612,0
RUR,D,20140701,0000,34.3243,0
RUR,D,20140702,0000,34.271,0
RUR,D,20140703,0000,34.2815,0
RUR,D,20140704,0000,34.4088,0
RUR,D,20140705,0000,34.4143,0
RUR,D,20140706,0000,34.3913,0
RUR,D,20140707,0000,34.4473,0
RUR,D,20140708,0000,34.2383,0
RUR,D,20140709,0000,33.9183,0
RUR,D,20140710,0000,33.925,0
RUR,D,20140711,0000,34.1643,0
RUR,D,20140712,0000,34.1699,0
RUR,D,20140713,0000,34.2002,0
RUR,D,20140714,0000,34.3303,0
RUR,D,20140715,0000,34.3953,0
RUR,D,20140716,0000,34.3873,0
RUR,D,20140717,0000,35.1915,0
RUR,D,20140718,0000,35.1605,0
RUR,D,20140719,0000,35.02,0
RUR,D,20140720,0000,35.02,0
RUR,D,20140721,0000,35.1759,0
RUR,D,20140722,0000,34.9595,0
RUR,D,20140723,0000,34.8703,0
RUR,D,20140724,0000,35.0395,0
RUR,D,20140725,0000,35.1235,0
RUR,D,20140726,0000,35.088,0
RUR,D,20140727,0000,35.1273,0
RUR,D,20140728,0000,35.5195,0
RUR,D,20140729,0000,35.7995,0
RUR,D,20140730,0000,35.5795,0
RUR,D,20140731,0000,35.7171,0
RUR,D,20140801,0000,35.7465,0
RUR,D,20140802,0000,35.7465,0
RUR,D,20140803,0000,35.7654,0
RUR,D,20140804,0000,35.8188,0
RUR,D,20140805,0000,36.0885,0
RUR,D,20140806,0000,36.1917,0
RUR,D,20140807,0000,36.2855,0
RUR,D,20140808,0000,36.1385,0
RUR,D,20140809,0000,36.1627,0
RUR,D,20140810,0000,36.1699,0
RUR,D,20140811,0000,35.9075,0
RUR,D,20140812,0000,36.1662,0
RUR,D,20140813,0000,36.0325,0
RUR,D,20140814,0000,36.0055,0
RUR,D,20140815,0000,36.1225,0
RUR,D,20140816,0000,35.98,0
RUR,D,20140817,0000,36.1469,0
RUR,D,20140818,0000,36.0509,0
RUR,D,20140819,0000,36.1535,0
RUR,D,20140820,0000,36.3045,0
RUR,D,20140821,0000,36.0035,0
RUR,D,20140822,0000,36.1025,0
RUR,D,20140823,0000,36.105,0
RUR,D,20140824,0000,36.105,0
RUR,D,20140825,0000,36.127,0
RUR,D,20140826,0000,36.1195,0
RUR,D,20140827,0000,36.1475,0
RUR,D,20140828,0000,36.7626,0
RUR,D,20140829,0000,36.9947,0
RUR,D,20140830,0000,37.0662,0
RUR,D,20140831,0000,37.0662,0
RUR,D,20140901,0000,37.3183,0
RUR,D,20140902,0000,37.4323,0
RUR,D,20140903,0000,36.8247,0
RUR,D,20140904,0000,36.9752,0
RUR,D,20140905,0000,36.874,0
RUR,D,20140906,0000,36.9459,0
RUR,D,20140907,0000,36.9394,0
RUR,D,20140908,0000,37.0594,0
RUR,D,20140909,0000,37.0713,0
RUR,D,20140910,0000,37.2838,0
RUR,D,20140911,0000,37.594,0
RUR,D,20140912,0000,37.8119,0
RUR,D,20140913,0000,37.7935,0
RUR,D,20140914,0000,37.7612,0
RUR,D,20140915,0000,38.392,0
RUR,D,20140916,0000,38.3495,0
RUR,D,20140917,0000,38.4229,0
RUR,D,20140918,0000,38.4431,0
RUR,D,20140919,0000,38.4295,0
RUR,D,20140920,0000,38.4408,0
RUR,D,20140921,0000,38.4282,0
RUR,D,20140922,0000,38.6927,0
RUR,D,20140923,0000,38.5941,0
RUR,D,20140924,0000,38.1611,0
RUR,D,20140925,0000,38.4921,0
RUR,D,20140926,0000,39.1671,0
RUR,D,20140927,0000,39.139,0
RUR,D,20140928,0000,39.1474,0
RUR,D,20140929,0000,39.4452,0
RUR,D,20140930,0000,39.5944,0
RUR,D,20141001,0000,39.6621,0
RUR,D,20141002,0000,39.542,0
RUR,D,20141003,0000,39.9861,0
RUR,D,20141004,0000,39.9758,0
RUR,D,20141005,0000,40.1758,0
RUR,D,20141006,0000,39.7201,0
RUR,D,20141007,0000,39.8873,0
RUR,D,20141008,0000,39.9721,0
RUR,D,20141009,0000,40.065,0
RUR,D,20141010,0000,40.3461,0
RUR,D,20141011,0000,40.3614,0
RUR,D,20141012,0000,40.3301,0
RUR,D,20141013,0000,40.5041,0
RUR,D,20141014,0000,40.9465,0
RUR,D,20141015,0000,40.3997,0
RUR,D,20141016,0000,40.831,0
RUR,D,20141017,0000,40.7201,0
RUR,D,20141018,0000,40.7036,0
RUR,D,20141019,0000,40.7036,0
RUR,D,20141020,0000,41.0331,0
RUR,D,20141021,0000,40.9362,0
RUR,D,20141022,0000,41.387,0
RUR,D,20141023,0000,41.7007,0
RUR,D,20141024,0000,41.882,0
RUR,D,20141025,0000,41.8974,0
RUR,D,20141026,0000,41.8589,0
RUR,D,20141027,0000,42.2405,0
RUR,D,20141028,0000,42.4237,0
RUR,D,20141029,0000,43.1983,0
RUR,D,20141030,0000,41.59,0
RUR,D,20141031,0000,43.0322,0
RUR,D,20141101,0000,43.0233,0
RUR,D,20141102,0000,43.014,0
RUR,D,20141103,0000,43.5873,0
RUR,D,20141104,0000,43.5678,0
RUR,D,20141105,0000,44.9,0
RUR,D,20141106,0000,46.832,0
RUR,D,20141107,0000,46.6655,0
RUR,D,20141108,0000,46.772,0
RUR,D,20141109,0000,46.7041,0
RUR,D,20141110,0000,45.7775,0
RUR,D,20141111,0000,46.4435,0
RUR,D,20141112,0000,45.8205,0
RUR,D,20141113,0000,46.7193,0
RUR,D,20141114,0000,47.2775,0
RUR,D,20141115,0000,47.265,0
RUR,D,20141116,0000,47.265,0
RUR,D,20141117,0000,47.1481,0
RUR,D,20141118,0000,46.8728,0
